timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status
2023-05-29 16:19:23.987821,Stephen Flores,Lateral Movement,Network Sniffing,Web,Critical,item,102.194.54.25,steven00,Asia,Failed
2020-03-01 14:54:38.742566,Renee Jones,Collection,Exploitation of Vulnerability,Email,High,every,118.112.28.226,victoria71,Europe,Successful
2023-10-15 21:21:51.154518,Robert Kelly,Exfiltration,Ransomware,Phishing,High,successful,25.232.30.73,nancy51,Europe,Failed
2022-01-17 07:05:23.558020,Matthew Leblanc,Initial Access,Spearphishing Attachment,Network,High,window,10.179.141.197,cooperbrian,South America,Failed
2021-02-03 21:08:23.719388,Robert Rivera,Credential Access,Command and Scripting Interpreter,USB,High,stay,64.166.57.225,keith60,Europe,Successful
2021-11-03 10:51:15.048364,Kaylee Bell,Lateral Movement,Network Sniffing,USB,High,memory,156.15.148.85,aedwards,Europe,Failed
2024-10-08 10:54:07.343502,Melody Jacobs,Impact,Command and Scripting Interpreter,Network,Critical,remain,128.223.226.186,jessica67,South America,Failed
2022-04-05 07:12:28.176140,Warren Little,Discovery,Credential Dumping,Web,Low,firm,138.106.61.182,stephaniemathews,Australia,Successful
2021-03-13 17:19:33.588681,William Banks,Discovery,Exploitation of Vulnerability,Network,Medium,reason,172.206.156.18,jenniferbush,Australia,Successful
2020-03-28 00:18:12.743661,Terry Duffy,Credential Access,Exploitation of Vulnerability,Web,Medium,central,162.195.206.80,eriksnyder,Australia,Successful
2024-03-04 16:14:20.321770,Becky Young,Defense Evasion,Command and Scripting Interpreter,Phishing,High,however,205.161.38.187,john85,Asia,Failed
2020-03-10 16:15:14.103724,James Garcia,Execution,Credential Dumping,Email,Low,entire,165.114.245.5,davidrojas,South America,Failed
2023-09-13 22:04:27.137600,Shannon Vasquez,Privilege Escalation,Command and Scripting Interpreter,USB,Low,strong,10.145.118.39,karinawilliams,Asia,Failed
2021-12-16 10:09:42.208784,Roberto Hansen,Collection,Data Encrypted,Web,Critical,reason,37.135.54.131,jordannicholson,Africa,Successful
2024-09-23 08:44:34.174455,Daniel Gutierrez,Credential Access,Exploitation of Vulnerability,USB,Critical,state,123.43.21.147,rbenson,Australia,Successful
2021-02-18 02:59:06.371175,John Walters,Impact,PowerShell,Phishing,Critical,reveal,202.161.253.30,monique62,Africa,Successful
2024-05-07 20:12:52.186205,Dr. Kevin Jefferson,Privilege Escalation,Spearphishing Attachment,Email,Low,method,72.71.210.207,watkinseddie,Asia,Successful
2020-05-15 04:58:54.752739,Samantha Silva,Collection,Command and Scripting Interpreter,Phishing,High,drop,74.42.152.252,mfleming,Africa,Successful
2021-09-24 09:27:35.054101,Melanie Sims,Execution,Spearphishing Attachment,Network,High,claim,165.11.63.34,mjones,Australia,Failed
2022-09-16 17:58:10.420312,Samuel Williams,Initial Access,Spearphishing Attachment,Phishing,Medium,TV,41.135.234.102,orrmitchell,Australia,Failed
2023-03-28 16:15:09.513154,Andrea Mason,Initial Access,Access Token Manipulation,Network,Low,message,72.169.20.205,tuckerapril,Africa,Successful
2024-04-01 14:13:35.224395,Amy Hart,Initial Access,Network Sniffing,USB,Critical,black,72.4.60.153,andersongrant,South America,Failed
2024-06-01 11:09:14.138272,Robert Smith,Credential Access,Network Sniffing,Email,Low,admit,82.156.55.7,trichard,Africa,Failed
2020-04-18 14:45:53.675529,Brent Davis,Impact,Command and Scripting Interpreter,Phishing,Medium,able,91.44.203.19,cwilliams,Africa,Failed
2021-11-30 12:13:42.302872,Patrick Gamble,Lateral Movement,Network Sniffing,Network,Low,method,31.22.141.38,emily67,US,Successful
2024-01-17 17:21:14.401265,Anna Hurst,Initial Access,Phishing,USB,Medium,day,84.93.19.97,julia54,Europe,Failed
2020-01-30 10:44:54.207204,Benjamin Dawson,Privilege Escalation,Network Sniffing,Email,High,blue,100.238.29.223,elliskenneth,Australia,Successful
2021-09-19 16:55:51.380033,Edward Sanchez,Privilege Escalation,Phishing,Phishing,Low,item,30.111.86.33,emason,Africa,Successful
2022-01-26 17:46:23.899406,Justin Brown,Impact,Credential Dumping,USB,Low,TV,138.173.204.158,robinsonbrenda,South America,Successful
2021-08-03 08:17:12.925824,Sabrina Robbins,Impact,Credential Dumping,Email,High,Mr,158.172.221.82,stephen75,Australia,Failed
2020-07-10 22:20:01.032184,Daniel Mccullough,Lateral Movement,Command and Scripting Interpreter,Web,Medium,activity,104.13.131.91,nfranklin,US,Failed
2020-04-26 02:37:06.330809,Samantha Smith,Lateral Movement,Exploitation of Vulnerability,Network,High,glass,143.90.174.128,ballardrussell,Asia,Successful
2020-05-14 18:05:10.821184,Joshua Rios,Privilege Escalation,Ransomware,USB,Critical,ask,129.115.160.61,jeffreybrown,Africa,Successful
2024-01-22 22:53:51.938455,Joseph Adkins,Collection,PowerShell,Web,Medium,necessary,51.57.32.182,heather43,Europe,Successful
2022-08-28 09:58:24.259390,Kerri Wilson,Impact,Command and Scripting Interpreter,Email,High,skin,208.101.19.199,julia02,Australia,Failed
2024-04-08 08:25:58.865614,Daniel Walker,Privilege Escalation,Network Sniffing,USB,Low,candidate,146.225.151.102,lawrencelaura,US,Failed
2022-02-25 13:13:25.656730,Rebecca Miller,Exfiltration,Exploitation of Vulnerability,Phishing,Low,against,142.249.129.187,matthewhill,Asia,Failed
2024-05-22 16:03:43.089913,Gilbert Diaz,Impact,Network Sniffing,Phishing,Low,author,164.193.52.119,vstephens,Africa,Failed
2022-10-21 17:16:51.319298,Dorothy Wu,Collection,Access Token Manipulation,USB,High,beat,210.41.12.74,ipratt,South America,Failed
2022-03-11 15:15:37.055353,Zachary Hopkins,Initial Access,Command and Scripting Interpreter,Network,High,create,48.155.51.217,pearsondawn,Asia,Failed
2021-11-14 22:54:04.512869,Frances Meyers,Execution,Network Sniffing,Email,Medium,left,33.176.26.235,rickyduncan,South America,Successful
2021-08-14 12:55:08.411538,Jose Molina,Privilege Escalation,Network Sniffing,Phishing,Medium,fish,167.33.236.85,hilllaura,Asia,Successful
2022-02-15 07:16:03.626841,Ryan Cruz,Initial Access,Phishing,Web,Low,sure,147.28.14.244,amywalsh,Africa,Successful
2020-05-31 14:56:08.181943,Kelly Newman,Persistence,Command and Scripting Interpreter,USB,Medium,good,204.17.27.54,reynoldstina,US,Successful
2021-06-19 01:44:56.887940,Tonya Morris,Initial Access,Phishing,USB,Low,dark,137.116.165.40,nortonrichard,Europe,Failed
2022-10-27 01:32:42.316707,Ricky Rogers,Collection,Ransomware,Web,Medium,animal,16.254.94.157,david92,South America,Successful
2020-09-27 22:36:12.229634,Michael Swanson,Execution,Access Token Manipulation,Web,Medium,listen,19.249.27.135,sanderscourtney,Australia,Failed
2023-04-19 11:00:47.583833,Tyler Meyer,Execution,PowerShell,Email,Critical,animal,182.13.249.96,williamvasquez,Australia,Successful
2020-02-05 05:27:58.204107,Brooke Lopez DVM,Exfiltration,Exploitation of Vulnerability,Email,Critical,analysis,150.210.36.41,gmurphy,Africa,Successful
2021-05-15 05:29:43.867251,William Hester,Credential Access,Phishing,Web,Low,main,128.41.246.156,robertbutler,Australia,Successful
2023-01-13 19:19:40.723878,Crystal Mcmahon,Initial Access,Ransomware,Network,Critical,others,35.186.255.150,jonesvanessa,Europe,Successful
2021-05-29 12:46:08.235282,Thomas Harmon,Impact,Data Encrypted,USB,Critical,recently,52.238.226.73,kimberlyallen,Europe,Failed
2021-01-17 00:40:39.712626,David Davis,Initial Access,Ransomware,Email,Critical,example,197.236.52.39,njackson,Asia,Failed
2021-07-14 01:15:23.500783,Michael Brown,Collection,Spearphishing Attachment,Network,High,soldier,105.195.117.138,patricia63,Australia,Failed
2021-11-23 17:36:07.229113,Mrs. Yvette Williams MD,Initial Access,PowerShell,Web,Critical,success,134.244.4.87,kellybowman,Europe,Failed
2022-06-17 01:32:53.006967,Phyllis Ferguson,Initial Access,Data Encrypted,Email,Low,maintain,193.169.197.198,marthathompson,South America,Successful
2021-07-30 20:02:47.550290,Randy Hogan,Initial Access,PowerShell,Web,Medium,national,68.205.114.97,allenkristy,US,Successful
2020-08-27 11:28:37.127748,Patrick Perez,Impact,Access Token Manipulation,Phishing,High,study,128.121.185.16,clarkderek,Australia,Successful
2024-07-09 17:36:44.808591,Wendy Keith,Collection,Credential Dumping,Email,High,chair,137.104.54.224,lindacoffey,Africa,Successful
2023-03-12 09:32:44.518150,Deanna Huffman,Credential Access,Credential Dumping,USB,Critical,example,144.176.148.147,jhunter,Asia,Successful
2024-02-26 13:39:25.785306,Joy Scott,Initial Access,Command and Scripting Interpreter,USB,High,everyone,153.252.78.203,pamela37,Africa,Failed
2020-12-01 13:39:20.080043,Brittany Miller,Defense Evasion,Data Encrypted,USB,Low,forget,180.134.65.228,tammypierce,Australia,Successful
2023-01-30 09:39:43.617273,Brenda Navarro,Exfiltration,Exploitation of Vulnerability,Web,Medium,reality,130.247.147.136,vdeleon,US,Failed
2023-10-31 18:55:30.842179,Regina Glass,Impact,Network Sniffing,Email,High,sing,177.51.181.12,david84,Africa,Successful
2023-07-22 10:37:58.949276,Steven Bishop,Execution,Access Token Manipulation,Email,Medium,magazine,152.15.17.112,kevinmorgan,Asia,Successful
2022-06-08 02:27:04.340394,Dr. Kristie Wilcox,Collection,Credential Dumping,Network,High,general,76.150.44.106,lgreen,Europe,Successful
2022-10-07 00:08:39.466291,Kaylee Berry,Persistence,Spearphishing Attachment,Phishing,High,later,67.101.7.129,karen07,South America,Successful
2021-03-13 10:59:42.131159,Alexandra Montgomery,Collection,Exploitation of Vulnerability,Phishing,Low,necessary,112.249.5.127,qestrada,Africa,Failed
2023-09-16 14:19:18.579275,Timothy Stewart,Lateral Movement,Phishing,Network,Critical,may,204.219.230.72,rodriguezsarah,Africa,Failed
2023-07-23 17:52:06.620886,John Brown,Impact,Access Token Manipulation,USB,Low,under,172.53.115.63,nancy27,Africa,Successful
2023-08-14 00:38:23.162126,Robert Cannon,Defense Evasion,Ransomware,Email,High,party,159.39.204.253,xdavid,Asia,Successful
2021-01-14 04:23:39.516580,Gabriel Mclean,Credential Access,Ransomware,Phishing,Critical,likely,49.141.137.222,joshuaharris,South America,Failed
2022-12-25 12:32:03.190310,Jared Martinez,Lateral Movement,Data Encrypted,Email,Critical,college,26.253.51.245,tiffany81,Asia,Failed
2023-07-03 23:54:49.728777,Joseph Medina,Execution,PowerShell,Web,Medium,draw,144.81.169.90,smithlarry,Australia,Failed
2020-02-12 03:31:49.397548,Mr. Michael Diaz,Persistence,Credential Dumping,Web,Critical,city,133.132.119.128,tracy69,Europe,Successful
2022-09-26 12:46:40.898379,Christopher Welch,Initial Access,Spearphishing Attachment,Network,Medium,organization,56.207.64.15,ericspencer,Australia,Failed
2021-05-01 19:18:59.138204,Lucas Perry,Exfiltration,PowerShell,Phishing,Critical,color,130.122.219.185,salazarrobin,South America,Successful
2021-05-03 11:39:21.817786,Gregory Smith,Impact,Credential Dumping,Phishing,Medium,site,60.245.206.140,dannyorr,Asia,Successful
2023-06-18 20:11:13.197838,Christopher Ruiz,Execution,Credential Dumping,Network,Critical,others,119.219.52.59,johnlozano,Asia,Successful
2022-05-09 20:57:02.585047,Elizabeth Atkins,Initial Access,Access Token Manipulation,Web,Critical,condition,19.13.150.227,angela07,US,Successful
2020-05-12 18:54:13.550936,Karen Wolf,Impact,Exploitation of Vulnerability,Email,Critical,vote,139.223.251.77,matthewkim,South America,Successful
2024-04-17 03:58:23.399565,Chelsea Wilson,Execution,Data Encrypted,Network,High,who,169.176.205.251,raymond47,Europe,Successful
2024-08-22 15:34:04.917231,Tristan Miller,Impact,Network Sniffing,Network,Medium,month,163.132.24.51,martinezstephanie,South America,Successful
2021-05-10 02:08:56.753725,Maureen Pierce,Impact,PowerShell,Phishing,Medium,energy,71.154.182.148,blaircharles,US,Failed
2023-04-27 18:47:16.704421,Randall Gray,Collection,Access Token Manipulation,Email,Critical,decide,45.62.246.165,caldwellbryan,Asia,Successful
2021-09-03 15:20:56.241854,Samantha Sullivan,Defense Evasion,Phishing,USB,Critical,car,137.140.9.11,emily22,Australia,Successful
2020-01-16 03:34:04.092184,Adam Farrell,Persistence,Ransomware,USB,Low,quickly,28.174.130.15,garciakevin,South America,Successful
2022-11-12 13:47:13.299310,Sarah Coleman,Privilege Escalation,Access Token Manipulation,USB,Medium,money,22.178.9.110,margaretrichards,Australia,Failed
2022-06-21 20:38:29.677155,Katherine Miller,Collection,Taint Shared Content,USB,Medium,bag,21.54.235.214,mrobinson,Europe,Failed
2022-11-08 12:03:57.893955,Stephanie Vega,Persistence,Credential Dumping,Phishing,Critical,military,207.83.131.199,qsmith,Asia,Failed
2023-12-18 07:32:29.458938,Zachary Jones,Execution,Access Token Manipulation,Web,Low,could,182.110.160.50,ortizkyle,South America,Failed
2022-03-20 19:42:44.670851,Lisa Patel,Persistence,Network Sniffing,Phishing,High,since,56.30.161.240,greenmichelle,Africa,Successful
2021-02-03 09:15:22.156367,Amy Bryan,Discovery,Data Encrypted,Network,Low,get,25.94.156.196,colleenhill,Africa,Successful
2022-08-16 14:49:18.391359,Vicki Smith,Initial Access,Credential Dumping,Web,Low,leave,160.6.91.254,qthomas,Asia,Failed
2021-02-16 11:54:41.084981,Kylie Perez,Persistence,PowerShell,Network,Low,state,38.28.162.31,noah99,Africa,Failed
2021-12-02 07:18:33.660830,Leah Williams,Discovery,Command and Scripting Interpreter,USB,Medium,above,18.40.188.17,lindseygreen,US,Successful
2023-01-04 23:41:14.457261,Edward Gill,Discovery,Ransomware,Network,Critical,rest,93.133.10.142,ryanwall,Asia,Successful
2020-11-22 00:08:35.767039,Thomas Grant,Privilege Escalation,Access Token Manipulation,Network,Critical,when,89.187.165.64,wgentry,Europe,Failed
2024-01-08 17:49:04.702847,Terri Daniel,Defense Evasion,Taint Shared Content,USB,High,doctor,69.218.74.73,melissapatel,Australia,Successful
2023-10-03 11:18:22.987755,Danielle Carter,Discovery,Taint Shared Content,Web,Low,human,70.178.76.20,chelseatodd,US,Successful
2020-01-14 13:52:13.640761,Caroline Kim,Discovery,Credential Dumping,Web,Low,people,1.240.183.0,autumn97,South America,Failed
2021-01-08 05:36:48.571764,Jennifer Savage,Execution,Ransomware,Network,Low,person,77.203.1.212,rachel15,South America,Failed
2021-09-24 07:07:06.710691,Victor Simmons,Impact,PowerShell,Email,Low,three,153.231.99.33,lorilewis,US,Successful
2024-06-07 15:28:30.085361,Ellen Rios,Exfiltration,Command and Scripting Interpreter,Web,Medium,because,89.114.106.102,michaelparrish,Africa,Failed
2021-09-17 11:15:20.893891,Stephanie Sullivan,Exfiltration,Credential Dumping,Web,Medium,case,213.28.14.207,kathleen83,Asia,Successful
2022-12-14 19:32:58.589727,Emily Nicholson,Credential Access,Exploitation of Vulnerability,Network,Medium,bed,198.178.51.218,rmyers,South America,Successful
2024-06-10 19:54:33.742793,Elizabeth Hatfield,Collection,Data Encrypted,Network,High,nice,22.3.65.81,robert40,US,Failed
2021-11-27 09:15:49.969101,Jonathan Cooper,Exfiltration,Spearphishing Attachment,Email,Critical,worry,60.250.151.249,louisbrock,Africa,Successful
2021-01-21 15:42:21.766260,Patrick Harris,Execution,Data Encrypted,Email,Critical,within,13.203.13.105,adrian85,Africa,Successful
2021-05-08 06:16:17.543338,Steven Davis,Execution,PowerShell,Network,Low,season,20.208.247.70,newtonjacob,Australia,Failed
2020-10-21 17:54:44.072398,Mr. Robert Jensen II,Exfiltration,Spearphishing Attachment,USB,Critical,begin,78.170.161.151,gonzalezcristina,South America,Successful
2023-09-01 23:04:59.016609,Maria Briggs,Privilege Escalation,Spearphishing Attachment,Network,High,figure,70.7.212.130,robert88,Asia,Successful
2024-08-07 01:02:31.162088,Tammy Bond,Impact,Credential Dumping,Phishing,High,up,218.237.219.169,scottjohnson,Africa,Successful
2020-06-21 16:23:38.323641,Amber Young,Privilege Escalation,Access Token Manipulation,Network,Critical,quite,19.145.137.99,grussell,US,Successful
2024-07-03 21:48:10.435873,Jacob Oneal,Collection,Ransomware,USB,Low,measure,164.126.131.155,johnbarnett,US,Successful
2022-10-12 15:52:24.838699,Rhonda Vasquez,Exfiltration,Credential Dumping,Network,Medium,ask,180.242.1.232,hawkinsmarcus,Africa,Failed
2020-04-21 04:19:54.210307,Jacqueline Curtis,Persistence,PowerShell,Email,High,big,121.12.222.36,michellemontes,Australia,Failed
2024-04-05 05:46:57.858498,Scott Shields,Discovery,Credential Dumping,Email,Medium,investment,163.221.4.152,fthompson,South America,Successful
2022-08-07 01:24:51.770574,Jason Deleon,Privilege Escalation,Exploitation of Vulnerability,USB,High,among,33.100.132.239,jonesrobin,Asia,Failed
2024-02-20 20:07:18.352984,Edward Deleon,Defense Evasion,Network Sniffing,Network,Critical,painting,175.213.92.215,seanacosta,Europe,Failed
2024-07-08 00:33:40.798684,Daniel Russell,Credential Access,Ransomware,Network,Low,until,150.226.245.91,bushstephanie,US,Failed
2020-09-06 20:42:10.310923,David Sanders,Exfiltration,Phishing,USB,Medium,us,123.85.24.87,garciakelli,Africa,Successful
2022-05-29 21:43:05.816595,Thomas Pratt,Collection,Phishing,Phishing,Medium,group,189.201.11.179,holmesheather,Asia,Failed
2020-06-30 10:25:38.260759,Tammy Murray,Collection,Credential Dumping,Email,Critical,night,181.2.94.182,watkinsterri,South America,Failed
2024-04-25 12:52:38.588558,Samantha Frazier,Exfiltration,Taint Shared Content,USB,Low,seek,75.23.33.52,philipwhitehead,Europe,Successful
2021-05-23 16:46:03.788558,Nathaniel Johnson,Exfiltration,Access Token Manipulation,Phishing,Critical,theory,139.214.96.134,morgan16,US,Successful
2024-10-14 21:35:21.436783,Gregory Huynh,Lateral Movement,Access Token Manipulation,Web,Medium,discover,95.247.75.250,elizabeth17,Europe,Successful
2022-03-07 06:31:49.867361,Melanie Gordon,Initial Access,Taint Shared Content,USB,Critical,defense,184.135.52.169,jennifer44,US,Successful
2020-09-17 17:46:54.980839,Jacob Perkins,Initial Access,Access Token Manipulation,Network,Critical,begin,171.175.16.74,adammitchell,Australia,Successful
2023-03-16 17:51:13.070841,Deborah Clark,Discovery,Command and Scripting Interpreter,Phishing,Medium,world,111.70.128.116,sandersamanda,Asia,Failed
2023-08-12 12:14:48.084218,Steven Guzman,Initial Access,Data Encrypted,Email,Critical,show,174.43.162.25,zachary34,Australia,Failed
2024-10-01 02:24:26.650730,Beth Randall,Execution,Ransomware,Network,Critical,traditional,126.127.21.25,chicks,Australia,Failed
2022-08-15 02:59:53.629621,Mark Cook,Execution,Network Sniffing,Phishing,Medium,first,218.55.43.116,joelcollins,US,Successful
2022-05-05 21:21:31.518902,Patrick Cervantes,Discovery,PowerShell,Web,Low,identify,72.65.175.13,carrolllinda,South America,Successful
2020-10-12 22:43:38.825843,Joshua Wolfe,Persistence,Spearphishing Attachment,Email,Medium,everyone,190.213.217.34,ambermitchell,Africa,Failed
2021-06-27 22:32:04.973907,Jason Phillips,Lateral Movement,Data Encrypted,Web,Low,loss,43.137.66.84,nixonbilly,Australia,Successful
2022-02-20 20:51:11.157222,Jared Chase,Defense Evasion,Phishing,Email,Medium,way,126.224.102.125,kennethallen,Africa,Failed
2023-02-28 15:08:39.825626,Theodore Hernandez,Execution,Network Sniffing,Network,Low,family,173.41.249.149,emilypalmer,Asia,Failed
2020-11-11 05:32:45.569329,Christopher Soto,Execution,Network Sniffing,Network,Medium,require,10.132.165.144,donald30,Europe,Failed
2024-03-19 13:07:29.894658,Veronica Morales,Credential Access,Network Sniffing,Email,Critical,power,71.29.212.112,mathistyler,US,Failed
2020-05-19 13:03:11.250135,Mark Adams MD,Lateral Movement,Spearphishing Attachment,Phishing,Critical,scene,129.191.242.24,uolson,South America,Successful
2020-02-05 02:59:24.052683,Samantha Anderson,Discovery,Credential Dumping,Email,Low,hospital,186.172.27.180,hamiltonfernando,Africa,Successful
2022-03-17 23:51:31.109753,Stacie Velasquez,Privilege Escalation,Credential Dumping,Network,Medium,activity,60.8.123.202,fbuckley,South America,Successful
2022-07-05 15:24:03.528928,Robert Jackson,Lateral Movement,Spearphishing Attachment,Web,Low,strong,63.77.149.121,averyheather,Europe,Failed
2023-12-25 14:40:05.287845,Zachary White,Privilege Escalation,Access Token Manipulation,Phishing,High,message,24.55.144.76,julia40,Australia,Successful
2021-05-10 22:02:03.807596,Jerry Montoya,Persistence,Exploitation of Vulnerability,Email,Critical,many,26.202.166.96,lawrence99,Europe,Failed
2022-05-25 17:50:19.437785,Thomas Ryan,Credential Access,Command and Scripting Interpreter,Network,Medium,growth,198.31.207.57,alexandermontoya,Africa,Successful
2023-08-15 01:17:55.983918,Heather Mccann,Initial Access,Command and Scripting Interpreter,Network,Low,successful,188.179.107.37,briansandoval,Europe,Successful
2023-10-15 21:59:01.841951,Mr. Andrew Robinson PhD,Persistence,Access Token Manipulation,Network,Critical,product,207.145.11.192,medinajessica,US,Failed
2021-11-27 08:25:52.649358,Margaret Conner,Discovery,Credential Dumping,USB,Low,unit,41.204.182.226,thomas40,Europe,Successful
2023-07-06 21:47:11.108899,Ryan Castillo,Privilege Escalation,Spearphishing Attachment,Email,Critical,understand,204.69.234.160,dunnangela,Australia,Failed
2022-07-19 23:35:29.630093,Dylan Brooks,Lateral Movement,Command and Scripting Interpreter,Web,Low,opportunity,136.83.102.181,riveraaustin,Europe,Failed
2022-04-02 12:49:24.393872,Derek Blair,Discovery,Access Token Manipulation,Web,Low,another,74.153.19.230,hlewis,Australia,Successful
2023-07-20 02:27:21.900020,Robert Smith,Lateral Movement,Network Sniffing,Web,Critical,nation,114.206.194.27,clarkolivia,Australia,Successful
2024-11-07 20:07:02.144320,Kathleen Bryant,Persistence,Network Sniffing,Email,Medium,seven,199.247.69.207,fmoore,South America,Failed
2020-07-28 06:41:27.148279,Scott Cochran,Defense Evasion,Network Sniffing,USB,Medium,surface,172.248.51.21,ugalvan,Africa,Failed
2022-04-25 17:25:10.138410,Christopher Fisher,Privilege Escalation,Spearphishing Attachment,Web,Critical,push,154.252.169.252,michael75,Europe,Failed
2024-06-03 11:22:59.523078,Susan Allen,Credential Access,Phishing,USB,Low,here,122.163.214.74,ymathews,Africa,Successful
2022-12-31 11:18:21.902901,Daniel Diaz,Persistence,Command and Scripting Interpreter,Email,Low,behavior,154.27.160.107,stephanie71,Africa,Failed
2023-06-01 00:10:06.345320,Peter Logan,Persistence,Phishing,Network,Critical,week,140.187.173.108,joseph43,Africa,Failed
2021-06-05 19:10:49.412379,Stephen Hayes,Discovery,Data Encrypted,Email,Critical,subject,200.183.211.113,lindsey54,Europe,Successful
2022-02-08 06:18:34.718736,Casey Garrett,Credential Access,Command and Scripting Interpreter,Phishing,Low,pay,182.172.29.85,dmccarty,South America,Failed
2022-11-25 10:08:23.794082,Brandi Green,Collection,Data Encrypted,Web,Medium,people,166.154.77.34,kendra20,Asia,Successful
2021-08-27 18:16:42.475806,Joy Roman,Collection,Phishing,Web,Low,nearly,141.67.13.96,campbellmike,US,Successful
2023-12-23 01:34:25.741745,Henry Hickman,Initial Access,Ransomware,Network,Critical,care,142.90.163.57,lpatton,South America,Successful
2022-03-12 15:46:14.719609,Patrick Williams,Collection,Spearphishing Attachment,Network,Medium,federal,174.173.177.219,donna00,Africa,Failed
2023-04-03 08:13:01.704370,Kristin Hunt,Persistence,Data Encrypted,Email,Medium,together,91.109.86.21,joshuamoore,US,Successful
2021-05-12 22:56:34.747278,Carolyn Johnson,Initial Access,Ransomware,Network,Low,civil,1.35.81.103,quinneric,Asia,Failed
2023-08-26 17:22:42.446339,Dr. Katherine Jackson,Credential Access,Credential Dumping,Phishing,Medium,cut,50.194.82.87,schneidermichelle,Australia,Failed
2020-03-10 18:19:08.244837,Daniel Smith,Exfiltration,Access Token Manipulation,Web,Critical,pressure,62.84.192.253,leonardmorgan,Africa,Successful
2024-04-27 20:13:34.830973,Jennifer Mayer,Exfiltration,Network Sniffing,Network,Medium,face,28.204.213.238,bowenkyle,US,Successful
2021-07-25 00:20:09.561483,Philip Marshall,Lateral Movement,Ransomware,Network,Critical,spend,48.180.83.141,taylorlowery,Africa,Failed
2023-11-26 11:19:23.423553,Elizabeth Salazar,Credential Access,Ransomware,Email,Low,interview,102.120.189.69,ashleygarcia,US,Failed
2020-11-24 22:49:58.243323,Matthew Martin,Credential Access,Credential Dumping,USB,Critical,talk,22.194.15.147,lreid,South America,Successful
2023-05-20 10:37:52.608979,Dawn Johnson,Defense Evasion,Network Sniffing,Network,High,candidate,165.202.6.131,pachecoanne,South America,Successful
2022-11-18 05:44:15.470689,James Hunt,Initial Access,Command and Scripting Interpreter,Web,Critical,degree,86.74.63.25,wkelley,Asia,Failed
2021-01-09 05:15:24.435208,Cheryl Vega,Credential Access,Network Sniffing,Phishing,High,lay,6.90.202.222,hansenparker,US,Successful
2023-04-12 14:04:38.350652,Elizabeth Duncan,Persistence,Exploitation of Vulnerability,Network,Low,reality,189.157.108.31,greenthomas,South America,Successful
2023-03-14 21:07:03.441929,Joshua Snyder,Persistence,Command and Scripting Interpreter,USB,High,natural,153.43.151.96,johnsalexander,South America,Successful
2022-08-06 07:49:51.186332,Lori Smith,Defense Evasion,Ransomware,Network,Low,compare,15.163.56.9,jameswinters,South America,Successful
2021-07-21 10:30:50.812639,Carla Fisher,Credential Access,PowerShell,Phishing,Medium,his,210.5.69.160,steven90,Australia,Failed
2023-06-25 20:27:46.410918,Mrs. Christina Robbins PhD,Persistence,Data Encrypted,Network,High,employee,147.47.91.157,carlostaylor,Africa,Successful
2023-06-15 22:26:15.989697,John Colon,Collection,Taint Shared Content,Phishing,High,ready,21.77.33.199,smcbride,Africa,Successful
2024-09-25 12:51:29.603257,Mark Gray,Defense Evasion,Exploitation of Vulnerability,USB,Critical,cold,13.29.165.66,iatkins,South America,Failed
2022-02-27 01:37:24.745025,Tony Brown,Execution,Spearphishing Attachment,Email,High,newspaper,8.253.188.35,bradleyspencer,Australia,Successful
2020-08-09 14:38:41.465169,Jennifer Riggs,Exfiltration,Data Encrypted,Network,Critical,to,121.225.9.247,qestrada,Africa,Failed
2023-09-24 02:38:59.505164,John Ellis,Initial Access,Command and Scripting Interpreter,Network,Medium,miss,132.172.208.7,williamsmarc,Asia,Failed
2024-01-03 03:40:50.271082,Wanda Stephens DDS,Persistence,Data Encrypted,Web,Medium,oil,80.51.176.215,dcraig,US,Failed
2021-04-08 04:43:56.325917,Matthew Wilson,Defense Evasion,Exploitation of Vulnerability,USB,Critical,both,6.60.82.162,scottpamela,Europe,Successful
2023-03-28 08:41:06.848184,Scott Lewis,Collection,Access Token Manipulation,USB,Low,leave,136.251.148.126,lunaphilip,Europe,Successful
2023-10-20 19:05:18.424878,Erin Mckay,Exfiltration,Exploitation of Vulnerability,USB,Low,discussion,6.192.10.41,wpitts,Asia,Successful
2021-01-07 09:37:51.912830,Stephanie Brown,Impact,Credential Dumping,Web,Critical,lay,150.12.38.63,nstephens,South America,Successful
2022-11-24 18:19:59.555356,James Coffey,Privilege Escalation,Taint Shared Content,USB,Critical,per,3.133.12.71,amanda78,Asia,Failed
2021-01-29 17:51:04.380085,Janice Mcdowell,Persistence,Credential Dumping,USB,Low,score,51.18.106.216,kbishop,South America,Failed
2024-04-15 01:45:25.371522,Samantha Holloway,Collection,PowerShell,Email,High,such,65.86.196.82,marysullivan,US,Successful
2020-07-19 17:44:28.425584,Ashley Wallace,Credential Access,Credential Dumping,Phishing,High,different,87.189.73.239,hfuller,US,Failed
2022-06-27 22:49:14.592049,Travis Romero,Privilege Escalation,Command and Scripting Interpreter,Network,High,gun,152.38.5.122,kimberly84,US,Successful
2021-01-02 21:14:06.329880,Kristina Robinson,Execution,Command and Scripting Interpreter,Web,Medium,girl,211.24.93.224,andrea01,Australia,Failed
